Forward Scatter Signal,Forward Scatter Pulse Width Signal,Side Scatter Signal,Side Fluorescence Signal,,,,,,,,,,,,,,,,,,,,,,Forward Scatter Signal,Forward Scatter Pulse Width Signal,Side Scatter Signal,Side Fluorescence Signal
276,76,592,216,,,,,,,,,,,,,,,,,,,,,,276,76,592,216
260,76,568,220,,,,,,,,,,,,,,,,,,,,,,260,76,568,220
192,60,256,40,,,,,,,,,,,,,,,,,,,,,,192,60,256,40
200,64,280,256,,,,,,,,,,,,,,,,,,,,,,200,64,280,256
272,72,600,176,,,,,,,,,,,,,,,,,,,,,,272,72,600,176
344,84,636,232,,,,,,,,,,,,,,,,,,,,,,344,84,636,232
72,32,184,20,,,,,,,,,,,,,,,,,,,,,,72,32,184,20
352,88,528,176,,,,,,,,,,,,,,,,,,,,,,352,88,528,176
344,80,580,192,,,,,,,,,,,,,,,,,,,,,,344,80,580,192
280,76,512,180,,,,,,,,,,,,,,,,,,,,,,280,76,512,180
64,28,232,36,,,,,,,,,,,,,,,,,,,,,,64,28,232,36
264,72,576,160,,,,,,,,,,,,,,,,,,,,,,264,72,576,160
44,12,160,24,,,,,,,,,,,,,,,,,,,,,,44,12,160,24
68,28,184,32,,,,,,,,,,,,,,,,,,,,,,68,28,184,32
276,80,544,164,,,,,,,,,,,,,,,,,,,,,,276,80,544,164
208,64,256,232,,,,,,,,,,,,,,,,,,,,,,208,64,256,232
312,80,548,180,,,,,,,,,,,,,,,,,,,,,,312,80,548,180
256,84,608,176,,,,,,,,,,,,,,,,,,,,,,256,84,608,176
268,76,568,204,,,,,,,,,,,,,,,,,,,,,,268,76,568,204
52,20,156,12,,,,,,,,,,,,,,,,,,,,,,52,20,156,12
48,16,212,24,,,,,,,,,,,,,,,,,,,,,,48,16,212,24
344,88,564,244,,,,,,,,,,,,,,,,,,,,,,344,88,564,244
340,76,556,180,,,,,,,,,,,,,,,,,,,,,,340,76,556,180
56,20,252,32,,,,,,,,,,,,,,,,,,,,,,56,20,252,32
316,92,568,176,,,,,,,,,,,,,,,,,,,,,,316,92,568,176
336,80,640,196,,,,,,,,,,,,,,,,,,,,,,336,80,640,196
44,8,216,16,,,,,,,,,,,,,,,,,,,,,,44,8,216,16
80,36,204,28,,,,,,,,,,,,,,,,,,,,,,80,36,204,28
160,72,464,400,,,,,,,,,,,,,,,,,,,,,,160,72,464,400
44,8,164,16,,,,,,,,,,,,,,,,,,,,,,44,8,164,16
388,84,608,260,,,,,,,,,,,,,,,,,,,,,,388,84,608,260
272,80,552,180,,,,,,,,,,,,,,,,,,,,,,272,80,552,180
324,76,612,188,,,,,,,,,,,,,,,,,,,,,,324,76,612,188
56,24,184,24,,,,,,,,,,,,,,,,,,,,,,56,24,184,24
368,92,608,236,,,,,,,,,,,,,,,,,,,,,,368,92,608,236
316,80,560,196,,,,,,,,,,,,,,,,,,,,,,316,80,560,196
48,16,176,28,,,,,,,,,,,,,,,,,,,,,,48,16,176,28
76,32,212,24,,,,,,,,,,,,,,,,,,,,,,76,32,212,24
372,92,668,248,,,,,,,,,,,,,,,,,,,,,,372,92,668,248
232,72,232,16,,,,,,,,,,,,,,,,,,,,,,232,72,232,16
132,52,240,28,,,,,,,,,,,,,,,,,,,,,,132,52,240,28
180,64,616,172,,,,,,,,,,,,,,,,,,,,,,180,64,616,172
48,16,148,16,,,,,,,,,,,,,,,,,,,,,,48,16,148,16
224,68,572,156,,,,,,,,,,,,,,,,,,,,,,224,68,572,156
196,72,444,392,,,,,,,,,,,,,,,,,,,,,,196,72,444,392
232,68,332,60,,,,,,,,,,,,,,,,,,,,,,232,68,332,60
88,36,248,40,,,,,,,,,,,,,,,,,,,,,,88,36,248,40
376,88,588,232,,,,,,,,,,,,,,,,,,,,,,376,88,588,232
292,84,628,192,,,,,,,,,,,,,,,,,,,,,,292,84,628,192
324,80,592,216,,,,,,,,,,,,,,,,,,,,,,324,80,592,216
328,76,568,184,,,,,,,,,,,,,,,,,,,,,,328,76,568,184
80,32,216,12,,,,,,,,,,,,,,,,,,,,,,80,32,216,12
196,68,268,204,,,,,,,,,,,,,,,,,,,,,,196,68,268,204
260,76,556,184,,,,,,,,,,,,,,,,,,,,,,260,76,556,184
304,84,644,212,,,,,,,,,,,,,,,,,,,,,,304,84,644,212
380,84,612,184,,,,,,,,,,,,,,,,,,,,,,380,84,612,184
348,80,592,200,,,,,,,,,,,,,,,,,,,,,,348,80,592,200
392,84,616,208,,,,,,,,,,,,,,,,,,,,,,392,84,616,208
344,80,572,192,,,,,,,,,,,,,,,,,,,,,,344,80,572,192
72,32,224,20,,,,,,,,,,,,,,,,,,,,,,72,32,224,20
300,72,628,192,,,,,,,,,,,,,,,,,,,,,,300,72,628,192
304,76,588,208,,,,,,,,,,,,,,,,,,,,,,304,76,588,208
172,64,424,428,,,,,,,,,,,,,,,,,,,,,,172,64,424,428
68,32,156,20,,,,,,,,,,,,,,,,,,,,,,68,32,156,20
152,56,300,36,,,,,,,,,,,,,,,,,,,,,,152,56,300,36
72,32,256,24,,,,,,,,,,,,,,,,,,,,,,72,32,256,24
44,12,236,12,,,,,,,,,,,,,,,,,,,,,,44,12,236,12
184,68,292,264,,,,,,,,,,,,,,,,,,,,,,184,68,292,264
52,20,192,16,,,,,,,,,,,,,,,,,,,,,,52,20,192,16
372,84,636,224,,,,,,,,,,,,,,,,,,,,,,372,84,636,224
52,16,160,12,,,,,,,,,,,,,,,,,,,,,,52,16,160,12
44,8,208,8,,,,,,,,,,,,,,,,,,,,,,44,8,208,8
92,40,264,24,,,,,,,,,,,,,,,,,,,,,,92,40,264,24
88,36,216,20,,,,,,,,,,,,,,,,,,,,,,88,36,216,20
52,20,256,16,,,,,,,,,,,,,,,,,,,,,,52,20,256,16
104,44,188,24,,,,,,,,,,,,,,,,,,,,,,104,44,188,24
332,84,568,188,,,,,,,,,,,,,,,,,,,,,,332,84,568,188
316,80,584,180,,,,,,,,,,,,,,,,,,,,,,316,80,584,180
280,76,572,156,,,,,,,,,,,,,,,,,,,,,,280,76,572,156
156,60,300,240,,,,,,,,,,,,,,,,,,,,,,156,60,300,240
268,80,592,184,,,,,,,,,,,,,,,,,,,,,,268,80,592,184
80,36,252,32,,,,,,,,,,,,,,,,,,,,,,80,36,252,32
268,80,548,148,,,,,,,,,,,,,,,,,,,,,,268,80,548,148
56,24,264,12,,,,,,,,,,,,,,,,,,,,,,56,24,264,12
400,84,604,220,,,,,,,,,,,,,,,,,,,,,,400,84,604,220
264,76,580,208,,,,,,,,,,,,,,,,,,,,,,264,76,580,208
340,80,580,180,,,,,,,,,,,,,,,,,,,,,,340,80,580,180
300,76,528,208,,,,,,,,,,,,,,,,,,,,,,300,76,528,208
160,60,276,240,,,,,,,,,,,,,,,,,,,,,,160,60,276,240
220,68,344,384,,,,,,,,,,,,,,,,,,,,,,220,68,344,384
48,16,216,24,,,,,,,,,,,,,,,,,,,,,,48,16,216,24
136,60,332,108,,,,,,,,,,,,,,,,,,,,,,136,60,332,108
164,60,284,248,,,,,,,,,,,,,,,,,,,,,,164,60,284,248
288,76,580,168,,,,,,,,,,,,,,,,,,,,,,288,76,580,168
292,76,592,240,,,,,,,,,,,,,,,,,,,,,,292,76,592,240
60,28,168,12,,,,,,,,,,,,,,,,,,,,,,60,28,168,12
228,72,424,380,,,,,,,,,,,,,,,,,,,,,,228,72,424,380
88,40,192,28,,,,,,,,,,,,,,,,,,,,,,88,40,192,28
344,84,604,212,,,,,,,,,,,,,,,,,,,,,,344,84,604,212
60,24,204,20,,,,,,,,,,,,,,,,,,,,,,60,24,204,20
44,8,188,16,,,,,,,,,,,,,,,,,,,,,,44,8,188,16
340,92,612,176,,,,,,,,,,,,,,,,,,,,,,340,92,612,176
388,84,608,204,,,,,,,,,,,,,,,,,,,,,,388,84,608,204
248,72,564,172,,,,,,,,,,,,,,,,,,,,,,248,72,564,172
140,56,276,228,,,,,,,,,,,,,,,,,,,,,,140,56,276,228
68,28,228,12,,,,,,,,,,,,,,,,,,,,,,68,28,228,12
200,72,568,144,,,,,,,,,,,,,,,,,,,,,,200,72,568,144
260,84,616,160,,,,,,,,,,,,,,,,,,,,,,260,84,616,160
328,88,656,196,,,,,,,,,,,,,,,,,,,,,,328,88,656,196
348,80,556,196,,,,,,,,,,,,,,,,,,,,,,348,80,556,196
48,16,184,32,,,,,,,,,,,,,,,,,,,,,,48,16,184,32
240,80,552,144,,,,,,,,,,,,,,,,,,,,,,240,80,552,144
56,24,164,12,,,,,,,,,,,,,,,,,,,,,,56,24,164,12
52,20,208,20,,,,,,,,,,,,,,,,,,,,,,52,20,208,20
44,8,184,16,,,,,,,,,,,,,,,,,,,,,,44,8,184,16
228,76,424,400,,,,,,,,,,,,,,,,,,,,,,228,76,424,400
376,92,772,120,,,,,,,,,,,,,,,,,,,,,,376,92,772,120
60,32,268,32,,,,,,,,,,,,,,,,,,,,,,60,32,268,32
312,76,596,168,,,,,,,,,,,,,,,,,,,,,,312,76,596,168
44,8,180,20,,,,,,,,,,,,,,,,,,,,,,44,8,180,20
316,84,528,168,,,,,,,,,,,,,,,,,,,,,,316,84,528,168
44,16,220,20,,,,,,,,,,,,,,,,,,,,,,44,16,220,20
64,24,232,32,,,,,,,,,,,,,,,,,,,,,,64,24,232,32
360,84,616,244,,,,,,,,,,,,,,,,,,,,,,360,84,616,244
336,76,720,8,,,,,,,,,,,,,,,,,,,,,,336,76,720,8
252,80,512,124,,,,,,,,,,,,,,,,,,,,,,252,80,512,124
48,16,176,12,,,,,,,,,,,,,,,,,,,,,,48,16,176,12
260,72,556,212,,,,,,,,,,,,,,,,,,,,,,260,72,556,212
60,28,240,16,,,,,,,,,,,,,,,,,,,,,,60,28,240,16
356,88,628,240,,,,,,,,,,,,,,,,,,,,,,356,88,628,240
352,80,588,212,,,,,,,,,,,,,,,,,,,,,,352,80,588,212
76,32,156,20,,,,,,,,,,,,,,,,,,,,,,76,32,156,20
52,20,156,12,,,,,,,,,,,,,,,,,,,,,,52,20,156,12
328,80,576,244,,,,,,,,,,,,,,,,,,,,,,328,80,576,244
244,80,556,172,,,,,,,,,,,,,,,,,,,,,,244,80,556,172
56,24,248,16,,,,,,,,,,,,,,,,,,,,,,56,24,248,16
80,36,192,24,,,,,,,,,,,,,,,,,,,,,,80,36,192,24
292,72,584,212,,,,,,,,,,,,,,,,,,,,,,292,72,584,212
360,84,576,212,,,,,,,,,,,,,,,,,,,,,,360,84,576,212
316,84,608,188,,,,,,,,,,,,,,,,,,,,,,316,84,608,188
356,84,576,204,,,,,,,,,,,,,,,,,,,,,,356,84,576,204
56,20,184,12,,,,,,,,,,,,,,,,,,,,,,56,20,184,12
212,64,224,208,,,,,,,,,,,,,,,,,,,,,,212,64,224,208
44,8,160,16,,,,,,,,,,,,,,,,,,,,,,44,8,160,16
368,80,604,200,,,,,,,,,,,,,,,,,,,,,,368,80,604,200
316,76,528,172,,,,,,,,,,,,,,,,,,,,,,316,76,528,172
60,28,160,8,,,,,,,,,,,,,,,,,,,,,,60,28,160,8
352,80,604,188,,,,,,,,,,,,,,,,,,,,,,352,80,604,188
128,52,332,48,,,,,,,,,,,,,,,,,,,,,,128,52,332,48
76,32,272,32,,,,,,,,,,,,,,,,,,,,,,76,32,272,32
380,128,668,280,,,,,,,,,,,,,,,,,,,,,,380,128,668,280
308,80,544,172,,,,,,,,,,,,,,,,,,,,,,308,80,544,172
356,80,620,172,,,,,,,,,,,,,,,,,,,,,,356,80,620,172
200,64,276,224,,,,,,,,,,,,,,,,,,,,,,200,64,276,224
48,12,164,12,,,,,,,,,,,,,,,,,,,,,,48,12,164,12
328,160,568,164,,,,,,,,,,,,,,,,,,,,,,328,160,568,164
340,80,544,224,,,,,,,,,,,,,,,,,,,,,,340,80,544,224
184,64,284,260,,,,,,,,,,,,,,,,,,,,,,184,64,284,260
348,80,588,220,,,,,,,,,,,,,,,,,,,,,,348,80,588,220
284,76,596,188,,,,,,,,,,,,,,,,,,,,,,284,76,596,188
260,88,608,196,,,,,,,,,,,,,,,,,,,,,,260,88,608,196
328,84,656,152,,,,,,,,,,,,,,,,,,,,,,328,84,656,152
156,64,292,236,,,,,,,,,,,,,,,,,,,,,,156,64,292,236
88,36,260,36,,,,,,,,,,,,,,,,,,,,,,88,36,260,36
200,76,432,368,,,,,,,,,,,,,,,,,,,,,,200,76,432,368
340,80,620,236,,,,,,,,,,,,,,,,,,,,,,340,80,620,236
48,12,208,12,,,,,,,,,,,,,,,,,,,,,,48,12,208,12
56,24,144,20,,,,,,,,,,,,,,,,,,,,,,56,24,144,20
48,20,160,16,,,,,,,,,,,,,,,,,,,,,,48,20,160,16
360,88,632,256,,,,,,,,,,,,,,,,,,,,,,360,88,632,256
52,20,208,28,,,,,,,,,,,,,,,,,,,,,,52,20,208,28
52,20,164,8,,,,,,,,,,,,,,,,,,,,,,52,20,164,8
216,68,444,308,,,,,,,,,,,,,,,,,,,,,,216,68,444,308
312,76,560,168,,,,,,,,,,,,,,,,,,,,,,312,76,560,168
72,28,200,16,,,,,,,,,,,,,,,,,,,,,,72,28,200,16
332,80,580,168,,,,,,,,,,,,,,,,,,,,,,332,80,580,168
280,80,568,168,,,,,,,,,,,,,,,,,,,,,,280,80,568,168
376,88,588,200,,,,,,,,,,,,,,,,,,,,,,376,88,588,200
352,84,572,208,,,,,,,,,,,,,,,,,,,,,,352,84,572,208
208,64,292,236,,,,,,,,,,,,,,,,,,,,,,208,64,292,236
44,12,176,16,,,,,,,,,,,,,,,,,,,,,,44,12,176,16
396,80,612,192,,,,,,,,,,,,,,,,,,,,,,396,80,612,192
356,88,624,212,,,,,,,,,,,,,,,,,,,,,,356,88,624,212
52,20,180,16,,,,,,,,,,,,,,,,,,,,,,52,20,180,16
68,28,160,24,,,,,,,,,,,,,,,,,,,,,,68,28,160,24
316,80,600,232,,,,,,,,,,,,,,,,,,,,,,316,80,600,232
372,84,556,184,,,,,,,,,,,,,,,,,,,,,,372,84,556,184
248,68,564,144,,,,,,,,,,,,,,,,,,,,,,248,68,564,144
156,60,252,208,,,,,,,,,,,,,,,,,,,,,,156,60,252,208
52,20,248,16,,,,,,,,,,,,,,,,,,,,,,52,20,248,16
312,76,528,160,,,,,,,,,,,,,,,,,,,,,,312,76,528,160
52,20,212,40,,,,,,,,,,,,,,,,,,,,,,52,20,212,40
272,84,648,168,,,,,,,,,,,,,,,,,,,,,,272,84,648,168
340,80,624,232,,,,,,,,,,,,,,,,,,,,,,340,80,624,232
316,80,596,152,,,,,,,,,,,,,,,,,,,,,,316,80,596,152
220,68,276,308,,,,,,,,,,,,,,,,,,,,,,220,68,276,308
368,88,684,248,,,,,,,,,,,,,,,,,,,,,,368,88,684,248
336,80,556,172,,,,,,,,,,,,,,,,,,,,,,336,80,556,172
344,80,548,188,,,,,,,,,,,,,,,,,,,,,,344,80,548,188
324,80,568,180,,,,,,,,,,,,,,,,,,,,,,324,80,568,180
84,36,244,24,,,,,,,,,,,,,,,,,,,,,,84,36,244,24
48,16,180,16,,,,,,,,,,,,,,,,,,,,,,48,16,180,16
344,84,648,228,,,,,,,,,,,,,,,,,,,,,,344,84,648,228
88,40,256,20,,,,,,,,,,,,,,,,,,,,,,88,40,256,20
44,12,224,16,,,,,,,,,,,,,,,,,,,,,,44,12,224,16
352,84,592,204,,,,,,,,,,,,,,,,,,,,,,352,84,592,204
220,76,544,184,,,,,,,,,,,,,,,,,,,,,,220,76,544,184
260,72,536,172,,,,,,,,,,,,,,,,,,,,,,260,72,536,172
48,16,172,16,,,,,,,,,,,,,,,,,,,,,,48,16,172,16
328,84,560,184,,,,,,,,,,,,,,,,,,,,,,328,84,560,184
292,84,616,172,,,,,,,,,,,,,,,,,,,,,,292,84,616,172
64,28,228,16,,,,,,,,,,,,,,,,,,,,,,64,28,228,16
316,80,544,196,,,,,,,,,,,,,,,,,,,,,,316,80,544,196
76,36,220,12,,,,,,,,,,,,,,,,,,,,,,76,36,220,12
340,92,616,172,,,,,,,,,,,,,,,,,,,,,,340,92,616,172
68,32,196,16,,,,,,,,,,,,,,,,,,,,,,68,32,196,16
308,80,576,204,,,,,,,,,,,,,,,,,,,,,,308,80,576,204
72,28,244,20,,,,,,,,,,,,,,,,,,,,,,72,28,244,20
48,16,216,8,,,,,,,,,,,,,,,,,,,,,,48,16,216,8
48,16,160,8,,,,,,,,,,,,,,,,,,,,,,48,16,160,8
48,16,204,12,,,,,,,,,,,,,,,,,,,,,,48,16,204,12
320,76,596,152,,,,,,,,,,,,,,,,,,,,,,320,76,596,152
76,32,152,16,,,,,,,,,,,,,,,,,,,,,,76,32,152,16
56,24,252,36,,,,,,,,,,,,,,,,,,,,,,56,24,252,36
384,84,612,196,,,,,,,,,,,,,,,,,,,,,,384,84,612,196
68,28,204,12,,,,,,,,,,,,,,,,,,,,,,68,28,204,12
60,24,208,16,,,,,,,,,,,,,,,,,,,,,,60,24,208,16
116,52,392,104,,,,,,,,,,,,,,,,,,,,,,116,52,392,104
48,12,120,8,,,,,,,,,,,,,,,,,,,,,,48,12,120,8
300,80,580,176,,,,,,,,,,,,,,,,,,,,,,300,80,580,176
352,84,632,204,,,,,,,,,,,,,,,,,,,,,,352,84,632,204
332,88,596,208,,,,,,,,,,,,,,,,,,,,,,332,88,596,208
176,60,252,304,,,,,,,,,,,,,,,,,,,,,,176,60,252,304
180,64,280,248,,,,,,,,,,,,,,,,,,,,,,180,64,280,248
340,80,592,220,,,,,,,,,,,,,,,,,,,,,,340,80,592,220
264,76,576,152,,,,,,,,,,,,,,,,,,,,,,264,76,576,152
372,92,620,180,,,,,,,,,,,,,,,,,,,,,,372,92,620,180
348,80,596,200,,,,,,,,,,,,,,,,,,,,,,348,80,596,200
312,76,628,188,,,,,,,,,,,,,,,,,,,,,,312,76,628,188
360,84,612,276,,,,,,,,,,,,,,,,,,,,,,360,84,612,276
48,16,136,16,,,,,,,,,,,,,,,,,,,,,,48,16,136,16
328,84,524,180,,,,,,,,,,,,,,,,,,,,,,328,84,524,180
388,84,572,196,,,,,,,,,,,,,,,,,,,,,,388,84,572,196
324,84,552,176,,,,,,,,,,,,,,,,,,,,,,324,84,552,176
152,60,292,272,,,,,,,,,,,,,,,,,,,,,,152,60,292,272
352,80,548,180,,,,,,,,,,,,,,,,,,,,,,352,80,548,180
332,76,560,200,,,,,,,,,,,,,,,,,,,,,,332,76,560,200
204,72,444,340,,,,,,,,,,,,,,,,,,,,,,204,72,444,340
340,80,648,208,,,,,,,,,,,,,,,,,,,,,,340,80,648,208
52,20,208,8,,,,,,,,,,,,,,,,,,,,,,52,20,208,8
368,84,652,208,,,,,,,,,,,,,,,,,,,,,,368,84,652,208
48,20,160,16,,,,,,,,,,,,,,,,,,,,,,48,20,160,16
56,24,228,36,,,,,,,,,,,,,,,,,,,,,,56,24,228,36
348,112,640,272,,,,,,,,,,,,,,,,,,,,,,348,112,640,272
220,80,480,388,,,,,,,,,,,,,,,,,,,,,,220,80,480,388
44,16,152,8,,,,,,,,,,,,,,,,,,,,,,44,16,152,8
52,20,188,20,,,,,,,,,,,,,,,,,,,,,,52,20,188,20
64,28,248,16,,,,,,,,,,,,,,,,,,,,,,64,28,248,16
176,60,268,280,,,,,,,,,,,,,,,,,,,,,,176,60,268,280
168,60,268,224,,,,,,,,,,,,,,,,,,,,,,168,60,268,224
320,80,548,176,,,,,,,,,,,,,,,,,,,,,,320,80,548,176
76,32,216,36,,,,,,,,,,,,,,,,,,,,,,76,32,216,36
160,64,476,468,,,,,,,,,,,,,,,,,,,,,,160,64,476,468
76,36,220,16,,,,,,,,,,,,,,,,,,,,,,76,36,220,16
192,64,244,224,,,,,,,,,,,,,,,,,,,,,,192,64,244,224
56,20,192,28,,,,,,,,,,,,,,,,,,,,,,56,20,192,28
348,80,520,192,,,,,,,,,,,,,,,,,,,,,,348,80,520,192
192,64,248,244,,,,,,,,,,,,,,,,,,,,,,192,64,248,244
76,32,236,24,,,,,,,,,,,,,,,,,,,,,,76,32,236,24
72,28,204,20,,,,,,,,,,,,,,,,,,,,,,72,28,204,20
52,20,196,12,,,,,,,,,,,,,,,,,,,,,,52,20,196,12
288,76,556,176,,,,,,,,,,,,,,,,,,,,,,288,76,556,176
104,40,280,20,,,,,,,,,,,,,,,,,,,,,,104,40,280,20
336,80,572,208,,,,,,,,,,,,,,,,,,,,,,336,80,572,208
40,8,188,8,,,,,,,,,,,,,,,,,,,,,,40,8,188,8
332,84,644,264,,,,,,,,,,,,,,,,,,,,,,332,84,644,264
68,32,204,16,,,,,,,,,,,,,,,,,,,,,,68,32,204,16
336,88,640,196,,,,,,,,,,,,,,,,,,,,,,336,88,640,196
296,84,648,240,,,,,,,,,,,,,,,,,,,,,,296,84,648,240
56,24,248,28,,,,,,,,,,,,,,,,,,,,,,56,24,248,28
364,88,616,236,,,,,,,,,,,,,,,,,,,,,,364,88,616,236
344,76,644,196,,,,,,,,,,,,,,,,,,,,,,344,76,644,196
332,80,584,204,,,,,,,,,,,,,,,,,,,,,,332,80,584,204
288,80,548,188,,,,,,,,,,,,,,,,,,,,,,288,80,548,188
304,76,500,160,,,,,,,,,,,,,,,,,,,,,,304,76,500,160
232,72,532,132,,,,,,,,,,,,,,,,,,,,,,232,72,532,132
336,80,608,188,,,,,,,,,,,,,,,,,,,,,,336,80,608,188
276,80,536,156,,,,,,,,,,,,,,,,,,,,,,276,80,536,156
308,80,548,184,,,,,,,,,,,,,,,,,,,,,,308,80,548,184
384,80,556,200,,,,,,,,,,,,,,,,,,,,,,384,80,556,200
364,76,572,172,,,,,,,,,,,,,,,,,,,,,,364,76,572,172
72,28,208,24,,,,,,,,,,,,,,,,,,,,,,72,28,208,24
308,84,636,200,,,,,,,,,,,,,,,,,,,,,,308,84,636,200
308,80,612,180,,,,,,,,,,,,,,,,,,,,,,308,80,612,180
300,84,684,212,,,,,,,,,,,,,,,,,,,,,,300,84,684,212
304,68,500,168,,,,,,,,,,,,,,,,,,,,,,304,68,500,168
44,12,228,20,,,,,,,,,,,,,,,,,,,,,,44,12,228,20
104,44,244,36,,,,,,,,,,,,,,,,,,,,,,104,44,244,36
72,36,244,44,,,,,,,,,,,,,,,,,,,,,,72,36,244,44
52,20,232,24,,,,,,,,,,,,,,,,,,,,,,52,20,232,24
44,12,148,16,,,,,,,,,,,,,,,,,,,,,,44,12,148,16
340,80,524,188,,,,,,,,,,,,,,,,,,,,,,340,80,524,188
172,64,300,244,,,,,,,,,,,,,,,,,,,,,,172,64,300,244
400,88,764,132,,,,,,,,,,,,,,,,,,,,,,400,88,764,132
172,60,296,172,,,,,,,,,,,,,,,,,,,,,,172,60,296,172
188,68,388,328,,,,,,,,,,,,,,,,,,,,,,188,68,388,328
300,80,624,184,,,,,,,,,,,,,,,,,,,,,,300,80,624,184
368,84,604,212,,,,,,,,,,,,,,,,,,,,,,368,84,604,212
80,36,180,16,,,,,,,,,,,,,,,,,,,,,,80,36,180,16
64,28,216,16,,,,,,,,,,,,,,,,,,,,,,64,28,216,16
284,80,536,148,,,,,,,,,,,,,,,,,,,,,,284,80,536,148
276,76,544,204,,,,,,,,,,,,,,,,,,,,,,276,76,544,204
100,44,244,24,,,,,,,,,,,,,,,,,,,,,,100,44,244,24
52,20,196,24,,,,,,,,,,,,,,,,,,,,,,52,20,196,24
324,76,576,212,,,,,,,,,,,,,,,,,,,,,,324,76,576,212
408,88,632,208,,,,,,,,,,,,,,,,,,,,,,408,88,632,208
428,92,656,224,,,,,,,,,,,,,,,,,,,,,,428,92,656,224
80,36,224,20,,,,,,,,,,,,,,,,,,,,,,80,36,224,20
368,84,632,204,,,,,,,,,,,,,,,,,,,,,,368,84,632,204
368,88,640,268,,,,,,,,,,,,,,,,,,,,,,368,88,640,268
248,84,424,368,,,,,,,,,,,,,,,,,,,,,,248,84,424,368
344,80,544,196,,,,,,,,,,,,,,,,,,,,,,344,80,544,196
216,72,452,476,,,,,,,,,,,,,,,,,,,,,,216,72,452,476
168,60,260,208,,,,,,,,,,,,,,,,,,,,,,168,60,260,208
88,40,224,44,,,,,,,,,,,,,,,,,,,,,,88,40,224,44
84,44,260,28,,,,,,,,,,,,,,,,,,,,,,84,44,260,28
380,84,612,260,,,,,,,,,,,,,,,,,,,,,,380,84,612,260
64,28,240,20,,,,,,,,,,,,,,,,,,,,,,64,28,240,20
48,12,184,20,,,,,,,,,,,,,,,,,,,,,,48,12,184,20
328,88,540,176,,,,,,,,,,,,,,,,,,,,,,328,88,540,176
60,24,232,20,,,,,,,,,,,,,,,,,,,,,,60,24,232,20
324,76,560,196,,,,,,,,,,,,,,,,,,,,,,324,76,560,196
284,76,564,148,,,,,,,,,,,,,,,,,,,,,,284,76,564,148
348,80,652,236,,,,,,,,,,,,,,,,,,,,,,348,80,652,236
96,44,248,52,,,,,,,,,,,,,,,,,,,,,,96,44,248,52
308,72,560,180,,,,,,,,,,,,,,,,,,,,,,308,72,560,180
436,88,632,244,,,,,,,,,,,,,,,,,,,,,,436,88,632,244
352,80,584,184,,,,,,,,,,,,,,,,,,,,,,352,80,584,184
316,84,648,176,,,,,,,,,,,,,,,,,,,,,,316,84,648,176
236,72,564,168,,,,,,,,,,,,,,,,,,,,,,236,72,564,168
188,68,432,452,,,,,,,,,,,,,,,,,,,,,,188,68,432,452
44,12,164,24,,,,,,,,,,,,,,,,,,,,,,44,12,164,24
304,80,588,184,,,,,,,,,,,,,,,,,,,,,,304,80,588,184
52,16,188,12,,,,,,,,,,,,,,,,,,,,,,52,16,188,12
408,88,612,216,,,,,,,,,,,,,,,,,,,,,,408,88,612,216
284,76,540,184,,,,,,,,,,,,,,,,,,,,,,284,76,540,184
52,20,212,12,,,,,,,,,,,,,,,,,,,,,,52,20,212,12
188,64,268,244,,,,,,,,,,,,,,,,,,,,,,188,64,268,244
332,80,544,200,,,,,,,,,,,,,,,,,,,,,,332,80,544,200
372,80,560,216,,,,,,,,,,,,,,,,,,,,,,372,80,560,216
44,12,160,20,,,,,,,,,,,,,,,,,,,,,,44,12,160,20
72,32,236,28,,,,,,,,,,,,,,,,,,,,,,72,32,236,28
384,84,584,240,,,,,,,,,,,,,,,,,,,,,,384,84,584,240
248,76,580,168,,,,,,,,,,,,,,,,,,,,,,248,76,580,168
44,8,168,16,,,,,,,,,,,,,,,,,,,,,,44,8,168,16
296,76,600,156,,,,,,,,,,,,,,,,,,,,,,296,76,600,156
372,84,604,192,,,,,,,,,,,,,,,,,,,,,,372,84,604,192
108,48,284,32,,,,,,,,,,,,,,,,,,,,,,108,48,284,32
48,16,224,20,,,,,,,,,,,,,,,,,,,,,,48,16,224,20
60,28,152,24,,,,,,,,,,,,,,,,,,,,,,60,28,152,24
60,24,196,16,,,,,,,,,,,,,,,,,,,,,,60,24,196,16
240,68,492,140,,,,,,,,,,,,,,,,,,,,,,240,68,492,140
428,88,660,236,,,,,,,,,,,,,,,,,,,,,,428,88,660,236
44,12,152,8,,,,,,,,,,,,,,,,,,,,,,44,12,152,8
340,80,560,216,,,,,,,,,,,,,,,,,,,,,,340,80,560,216
176,64,284,212,,,,,,,,,,,,,,,,,,,,,,176,64,284,212
48,16,144,20,,,,,,,,,,,,,,,,,,,,,,48,16,144,20
296,84,612,168,,,,,,,,,,,,,,,,,,,,,,296,84,612,168
284,80,548,152,,,,,,,,,,,,,,,,,,,,,,284,80,548,152
292,72,492,168,,,,,,,,,,,,,,,,,,,,,,292,72,492,168
364,84,608,208,,,,,,,,,,,,,,,,,,,,,,364,84,608,208
396,92,632,232,,,,,,,,,,,,,,,,,,,,,,396,92,632,232
352,88,624,192,,,,,,,,,,,,,,,,,,,,,,352,88,624,192
52,24,184,20,,,,,,,,,,,,,,,,,,,,,,52,24,184,20
64,32,196,36,,,,,,,,,,,,,,,,,,,,,,64,32,196,36
